match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,runs_off_bat,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,Mumbai Indians,Royal Challengers Bangalore,5,6,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,1,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,2,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,3,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,4,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,5,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,6,6,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,1,3,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,7,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,8,1,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,8,2,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,8,3,MS Dhoni,Mohammed Shami,KL Rahul,0,1,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,8,4,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,MS Dhoni,caught,Faf du Plessis
1,1,Mumbai Indians,Royal Challengers Bangalore,8,5,MS Dhoni,Mohammed Shami,KL Rahul,6,1,7,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,8,6,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,1,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,2,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,3,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,4,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,5,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,9,6,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,10,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,11,1,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,11,2,MS Dhoni,Mohammed Shami,KL Rahul,6,1,7,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,11,3,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,11,4,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,MS Dhoni,run out,KL Rahul
1,1,Mumbai Indians,Royal Challengers Bangalore,11,5,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,11,6,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,1,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,2,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,3,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,4,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,5,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,12,6,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,1,5,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,13,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,1,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,2,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,3,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,4,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,5,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,14,6,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,1,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,2,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,3,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,4,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,5,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,15,6,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,16,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,1,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,2,MS Dhoni,Mohammed Shami,KL Rahul,0,1,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,3,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,4,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,5,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,17,6,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,1,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,2,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,3,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,4,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,5,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,18,6,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,1,Mumbai Indians,Royal Challengers Bangalore,19,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,0,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,1,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,2,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,3,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,4,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,5,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,1,6,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,1,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,2,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,3,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,4,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,5,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,2,6,KL Rahul,Sunil Narine,Faf du Plessis,6,1,7,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,3,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,1,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,2,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,3,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,4,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,5,MS Dhoni,Mohammed Shami,KL Rahul,1,1,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,4,6,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,1,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,2,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,3,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,4,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,5,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,5,6,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,6,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,1,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,2,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,3,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,4,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,5,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,7,6,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,1,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,2,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,3,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,4,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,5,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,8,6,KL Rahul,Sunil Narine,Faf du Plessis,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,9,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,1,MS Dhoni,Mohammed Shami,KL Rahul,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,2,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,3,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,4,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,5,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,10,6,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,1,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,2,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,3,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,4,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,5,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,11,6,KL Rahul,Sunil Narine,Faf du Plessis,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,5,Faf du Plessis,Jasprit Bumrah,MS Dhoni,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,12,6,Faf du Plessis,Jasprit Bumrah,MS Dhoni,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,1,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,2,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,3,MS Dhoni,Mohammed Shami,KL Rahul,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,4,MS Dhoni,Mohammed Shami,KL Rahul,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,5,MS Dhoni,Mohammed Shami,KL Rahul,0,0,0,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,13,6,MS Dhoni,Mohammed Shami,KL Rahul,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,1,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,2,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,3,KL Rahul,Sunil Narine,Faf du Plessis,2,0,2,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,4,KL Rahul,Sunil Narine,Faf du Plessis,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,5,KL Rahul,Sunil Narine,Faf du Plessis,6,0,6,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,14,6,KL Rahul,Sunil Narine,Faf du Plessis,0,1,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,15,1,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,15,2,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,15,3,Faf du Plessis,Jasprit Bumrah,MS Dhoni,4,0,4,,,
1,2,Royal Challengers Bangalore,Mumbai Indians,15,4,Faf du Plessis,Jasprit Bumrah,MS Dhoni,1,0,1,,,
